ORIGINAL_ITEM_NAME,RECOMENDED_ITEM_NAME,LIFT,COSINE_SIMILARITY
Felix goody bag mixed grill 60g,Felix goody bag original/party mix 200g,32.742795,0.6041242
Felix goody bag mixed grill 60g,Felix goody bag seaside mix 200g,0.0,0.5380765
Felix goody bag mixed grill 60g,Felix goody bag seaside/ocean mix 60g,0.0,0.5138806
Felix goody bag mixed grill 60g,Felix AGAIL vegetable selection 12x100g,13.573,0.440532
JS Rice Pops 375g,JS Corn Flakes 500g,9.249309,0.41629535
JS Rice Pops 375g,Kellogg's Wheats Apricot 500g,0.0,0.3989352
JS Rice Pops 375g,Kellogg's Just Right 500g,0.0,0.3779137
JS Rice Pops 375g,Kellogg's Special K Red Berries 500g,0.0,0.3748237
SSTC GREEK STYLE SALAD CHEESE 200G,SSTC SOFT CREAM CHEESE 200G,3.743746,0.5061412
SSTC GREEK STYLE SALAD CHEESE 200G,Pedigree tasty minis beef & cheese 140g,0.0,0.42397743
SSTC GREEK STYLE SALAD CHEESE 200G,Stamford St Cheese and Onion Quiche 400g,2.45326,0.4227745
SSTC GREEK STYLE SALAD CHEESE 200G,JS snack pockets cheese 65g,0.0,0.41892272
JS BEANS IN TOMATO SAUCE 400G,JS Cod in Parsley Sauce 400g,0.0,0.45376796
JS BEANS IN TOMATO SAUCE 400G,"JS Bacon, Lettuce & Tomato BLT SW",0.0,0.4283902
JS BEANS IN TOMATO SAUCE 400G,JS ROASTED SALTED PISTACHIOS 300G,0.0,0.40817478
JS BEANS IN TOMATO SAUCE 400G,JS comn meat selectn in gravy 12x400g,0.0,0.40201432
Pedigree dentastix small dog x7 110g,Pedigree dentastix medium dog x28 720g,0.0,0.60722923
Pedigree dentastix small dog x7 110g,JS small biscuit bones for dogs 800g,2.424516,0.54738724
Pedigree dentastix small dog x7 110g,JS dental sticks for small dogs x14 220g,0.0,0.49476194
Pedigree dentastix small dog x7 110g,JS dental sticks for large dogs x14 540g,0.0,0.49235487
Hubbard'Orange Medium Cut Marmalade 454g,Hubbards Peanut Butter 340g,4.749633,0.34728605
Hubbard'Orange Medium Cut Marmalade 454g,Hubbard's Strawberry Jam 454g,14.131464,0.3300579
Hubbard'Orange Medium Cut Marmalade 454g,JS Reduced Salt Yeast Extract 225g,2.350133,0.2200303
Whiskas temptations chicken & cheese 60g,Whiskas 1+ dry cat food chicken 800g,8.036366,0.42428368
Whiskas temptations chicken & cheese 60g,Whiskas 1+ complete with chicken 1.9kg,0.0,0.38239893
Whiskas temptations chicken & cheese 60g,Purina One adult chicken & w/grains 800g,5.524196,0.37870634
Whiskas temptations chicken & cheese 60g,Whiskas dentabites chicken 50g,19.616063,0.3758965
Swan Extra Slim Filter Tips X120,LITTLE ONES DRY FIT  6+EP 30,0.0,0.24141054
Swan Extra Slim Filter Tips X120,Go-Cat adult tuna herring & veg 750g,0.0,0.22421831
Swan Extra Slim Filter Tips X120,Misfits twistos with beef 105g,0.0,0.21534756
Swan Extra Slim Filter Tips X120,TENA Lady Discreet Normal Pads x12,0.0,0.20798555
Hubbards Pasta Shapes 1kg,Hubbards Spaghetti Rings 400g,18.399551,0.6108762
Hubbards Pasta Shapes 1kg,Hubbard's Pasta Sauce 440g,63.816736,0.5923296
Hubbards Pasta Shapes 1kg,Hubbards White Rice 1kg,24.631855,0.52324
Hubbards Pasta Shapes 1kg,Hubbards Rice Pudding 400g,16.067044,0.50588423
Whiskas 1+ complete with chicken 1.9kg,Whiskas 1+ dry cat food chicken 800g,1.273253,0.5762873
Whiskas 1+ complete with chicken 1.9kg,Whiskas 7+ complete chicken 1.9kg,4.022401,0.5666814
Whiskas 1+ complete with chicken 1.9kg,Whiskas 1+ Cat Pouch Poultry jel 12x85g,9.119755,0.5467473
Whiskas 1+ complete with chicken 1.9kg,Whiskas 1+ Cat Pouch Poultry jel 40x85g,18.216527,0.5466001
Stella Artois 18x440ml,Budweiser 18x440ml,0.0,0.2833436
Stella Artois 18x440ml,Carling Lager 18x440ml,6.189651,0.26350296
Stella Artois 18x440ml,Birra Moretti Can 10x330ml,3.326421,0.24868566
Stella Artois 18x440ml,Fosters 18x440ml,1.954985,0.23979934
JS cat milk 3x200ml,JS odour control cat litter 10L,4.789817,0.39717877
JS cat milk 3x200ml,JS anti-bac ultra clumping cat litter 8L,4.546661,0.33355433
JS cat milk 3x200ml,JS snack pockets cheese 65g,6.187909,0.33328468
JS cat milk 3x200ml,Dreamies cat treats cheese 60g,5.49807,0.33284706
JS FRESH PIGS LIVER CW,JS Lambs Liver CW,12.846958,0.5296002
JS FRESH PIGS LIVER CW,Js Frozen Chicken Liver Pots 250g,18.928252,0.48073155
JS FRESH PIGS LIVER CW,JS Chicken Liver 400g,15.332043,0.47610062
JS FRESH PIGS LIVER CW,JS deli sticks chicken & liver x10 50g,0.0,0.4631322
Triple Distilled British Vodka 1.5L,Triple Distilled British Vodka 1L,8.645817,0.69073975
Triple Distilled British Vodka 1.5L,Sainsbury's Vodka 70cl,3.672661,0.46189886
Triple Distilled British Vodka 1.5L,Sainsburys Brandy 70cl,3.279035,0.32095653
Triple Distilled British Vodka 1.5L,Courvoisier VS Cognac 70cl,0.0,0.18626505
Go-Cat adult chicken & duck 2kg,Go-Cat adult tuna herring & veg 750g,2.045046,0.53252757
Go-Cat adult chicken & duck 2kg,Go Cat senior chicken rice & veg 750g,0.0,0.52008545
Go-Cat adult chicken & duck 2kg,Whiskas 1+ dry cat food chicken 800g,0.0,0.4716437
Go-Cat adult chicken & duck 2kg,Whiskas 1+ Cat Pouch Poultry jel 12x85g,3.124198,0.4643228
JS TTD COFFEE MOUSSE 100G,Yeo Valley Natural Kefir Yoghurt 950g,0.0,0.2362918
JS TTD COFFEE MOUSSE 100G,SSTC Natural Yoghurt 500g,0.0,0.19560643
JS TTD COFFEE MOUSSE 100G,SSTC yoghurts 4x125g,0.0,0.17406102
JS TTD COFFEE MOUSSE 100G,Activia Fibre Apple Cereals Breakfast G,2.032075,0.16554058
Felix goody bag seaside mix 200g,Felix goody bag seaside/ocean mix 60g,0.0,0.66076034
Felix goody bag seaside mix 200g,Felix goody bag original/party mix 200g,126.279821,0.6257576
Felix goody bag seaside mix 200g,Felix goody bag mixed grill 60g,34.977685,0.5911243
Felix goody bag seaside mix 200g,Felix soup fish selection 6x48g,16.006654,0.45900506
Budweiser 18x440ml,Stella Artois 18x440ml,1.875914,0.33276427
Budweiser 18x440ml,Carling Lager 18x440ml,2.829216,0.29982084
Budweiser 18x440ml,Heineken 15x440ml,50.655744,0.27297398
Budweiser 18x440ml,Fosters 18x440ml,4.385292,0.26737097
JS snack pockets with trky/beef/duck 65g,JS snack pockets with chicken 65g,84.237804,0.64588547
JS snack pockets with trky/beef/duck 65g,JS snack pockets with salmon 65g,88.670974,0.6164875
JS snack pockets with trky/beef/duck 65g,JS snack pockets catnip 65g,73.375333,0.5593227
JS snack pockets with trky/beef/duck 65g,JS snack pockets cheese 65g,82.223786,0.53296214
JS gravy bones 400g,JS comn meat selectn in gravy 12x400g,4.084336,0.5019053
JS gravy bones 400g,JS small biscuit bones for dogs 800g,4.754419,0.49161565
JS gravy bones 400g,JS mini log bones with chicken 200g,8.492413,0.45772856
JS gravy bones 400g,JS log bones with chicken x2 200g,6.440623,0.4541329
Felix goody bag seaside/ocean mix 60g,Felix goody bag seaside mix 200g,15.706611,0.66699255
Felix goody bag seaside/ocean mix 60g,Felix goody bag original/party mix 200g,13.038137,0.58706784
Felix goody bag seaside/ocean mix 60g,Felix goody bag mixed grill 60g,178.173084,0.56164926
Felix goody bag seaside/ocean mix 60g,Felix soup fish selection 6x48g,12.853978,0.47071856
